text,label
"আমাদের জনগণের খাসলোত খারাপ,,এই বাবে প্রতিবাদী হয়,,দেখবা কমিশন ঠেলার সময় পাবেনা,,",1
বি এন পি তো ঘড় থেকে বের হতে পারে আবার হামলা করে কি ভাবে বুজি না তো,1
আল্লাহ ছাড় দেন ছেড়ে দেন না।সবারি একদিন বিচার হবে,0
এসবকিছুই অসাম্প্রদায়িক উদারতার মোড়কে উগ্র সাম্প্রদায়িকতা আর ইসলাম বিদ্বেষ! মুসলিমদের উচিৎ হিজাব না খোলা বরং স্কুল ছেড়ে দেওয়াই এখন ঈমানের দাবি যতক্ষণনা সব ঠিক হয়।সবকিছুর উপর আল্লাহর বিধান তার প্রতিই পূর্ণ আস্থা রাখা উচিৎ।,0
এই লম্পটকে পাগল মানসিক রোগী প্রমাণের চেষ্টা চালালে দেশ আাবর অস্থিতিশীলতা হবে। পেছনে কারা জড়িত খুঁজে বের করুন।,0
এখন পুলিশের গুলী বন্ধ কেনো,2
"অত্যন্ত দুঃখজনক,,,, এতকিছু পরেও আমাদের বর্তমান সময়ের নামধারী মুসলিমদের হুস ফিরে আসুক এবং মহান আল্লাহ্ রাব্বুল আলামীন আমাদের অভিভাবক হিসেবে বিশ্বের সকল মুসলমানদের হেফাজত করবেন,, ইংশাআল্লাহ্।",0
এটা গুজব নয় এইটা সত্যি সত্যিই ঘটেছে 😡😡😡😡,1
"সুন্দর,, শিক্ষা শিখায় মানুষ হতে,, জিহাদি মুসলিম বা হিন্দু হতে না,,,আপনি আপনার ধর্ম পালন করুন আপনার ধর্ম এস্তানে।।।",0
"মহান আল্লাহ তায়ালা, এদের বিচার করবেন, ইন-শা আল্লাহ",0
শালা ভট্টা তোরা খুন কোরলে চিনহিতো করা য়সাধ্য হয়ে জাই তাইনা,1
"তুমি খুব বাজে ভাবে মরবা,মমতা বন্দ্যোপাধ্যায়।।",2
সব কইটা চামচা,1
বিয়েন পি একদিনি মাতা ওঠাই আর শেইদিনি বিয়েনপি সফল হবে ইনশাআল্লাহ আর বিএনপি মিছিল করলে আওমিলিগের এতো চুলকাকে,0
দালাল মিডিয়🤬😡🤬😡,1
"নিউমার্কেট এলাকা মানেই গাঞ্জাখুরদের আড্ডাখানা। চট্রগ্রাম নিউমার্কেট এলাকা ও একই।সব ব্যবসায়ী সাতকানিয়ার,এদের বেশিভাগের ব্যবহার খুব খারাপ। সামান্য কথা-কাটাকাটি হলেই সবাই মিলে হামলা করে।",1
বয়কট নিউমার্কেট,2
তারা পুলিশের গুলিতে মারা গেছে,0
"সম্প্রতি দেখাতে গিয়ে যেন নিজেকে যেন মুনাফেক দলে নাম তুলেন না। সম্প্রতি হলো সেটাই যেটা করতে কোনো জাতি(মুসলিম, হিন্দু, খ্রিস্টান ও অন্যান্য ধর্ম) কোনো ধর্মীয় উৎসব করতে কোনোরকম বাধা না দেওয়া।হোক সে সংখ্যালঘু কিংবা সংখ্যাগরিষ্ঠ।মনে রাখবেন দুনিয়ের কোনো মানুষ চিরকালের জন্য থাকবে না ।সময় সব জবাব দিবে সুতরাং একটু চিন্তা ভাবনা করে সকলে পদক্ষেপ গ্রহণ করবো।",0
"এটা বিএনপির টেস্ট কেস। মনে হয় এখান থেকেই সরকার পতনের আন্দোলনে যাবে বিএনপি। সফল হলে অভ্যুত্থান। ব্যার্থ্য হলে সাম্প্রদায়িক দাঙ্গা। মনে হয় জামাতের মাথা থেকে বিএনপি নেতাদের মগজে একটা যুতসই আস্ত পরিকল্পনা এলো। সাবাস, বিএনপি, সাবাস।।",1
সবাই মিলে মিশে থাকলে তো হয়। অন্যকে খোচা দিয়ে কেনো কথা বলব?? কেনো তাদের ধর্ম অবমাননা করব,0
হল বন্ধ হলে মার্কেট গুলি ও বন্ধ করে দেন//আইন সবাইর জন্য সমান//আর গাওছিয়া নিউমার্কেট নুরজাহান মার্কেটের//মালিক রা জীবনে অনেক টাকা কামাইয়েছে /,2
আল্লাহ তুমি জালেম দের উপর গজব দাও,2
এটা এক তরফা হয়ে গেছে। ব্যবসায়ীদের বিচারের আওতায় আনা হউক। তাদের আচরণ ঠিক না। ভোক্তা অধিকার অফিসের কার্যক্রম ত্বরান্বিত করা হউক।,0
"এখানে জঙ্গিদের বিরুদ্ধে কথা বলছে, জঙ্গিবাদ সাপোর্ট করলে আপনিও জঙ্গি",0
তাগুত প্রশাসনের একদিন বিচার হবে ইনশাল্লাহ,0
মনে হচ্ছে এই মহিলার মধ্যে মুক্তিযুদ্ধের চেতনা নেই,0
ভালো বর্তমানে খেলাধুলা জমে উঠেছেফাইনালে মুখোমুখি সংঘর্ষে দেখার অপেক্ষায় আছি ধন্যবাদ 💜🇧🇩🖤,0
"এই হলো নাম্বার ওয়ান শয়তান,এই হাসিনাকে আর সময় টিভিকে সবাই বয়কট করুন",2
"ভন্ড মামুনুল হক একজন হেফাজত নামধারী দালাল। ওর কথা বার্তা, আচোরন ইসলাম বিরোধী। ওর কথার মাঝে ইসলামের কোন বালাই নেই। মনে হয় ওই-ই দেশ চালাচ্ছে।",1
পুলিস ব্যবসায়ীদের পক্ষ নিল ! ছাত্রদের বেধরক পিটাল। কারন কি ? ! চান্দ:া বাবাকে পুলিশও চিনে ! চান্দ:া আসে বাবার পকেট থেকে ছাত্রদের পকে ট থেকে নয় ! ন্যায় বিচার ও আইনকে কেন্দ্র করে বাংলাদেশ ঘুরছে না । ঘুরছে মাল পানিকে কেন্দ্র করে,1
"শেখ মুজিবের আদর্শ তোদের ভিতর নেই। তাই তোদের নেতা হবার যোগ্য নেই। রাজপথ ছাড়। নইলে কুত্তার মত এবার মরা পড়বি। যারা সত্যিই দেশকে ভাল বাসবি, যারা সত্যিই সরকার কে সাহায্য করবি তারাই কেবল নেতা হবার যোগ্য।",2
আরে মিডিয়া সেখানে পুলিশ আইন আদালত নাই ছি ছি ছি ছি আর চোরের বাচ্চা চোর হাসিনা থাকলে আরো কত কিছু দেখা পাবো,1
হায় রে পাগল..... যাকে খুজতে এক শহর থেকে আরেক শহরে যাইতে হয়...... এসব পাগল টাগল বাদ দেন..... ওরে রিমাইন্ডে নেন... পরিশেষে যাদের নাম বেড়িয়ে আসবে তাদের সবাই কে ক্রস ফায়ার দেন...,2
এখন একটা কথা মার্কেট অনির্দিষ্ট সময়ের জন্য বন্ধ করা হোক।,2
আমি ময়মনসিংহ থেকে শিক্ষার্থীদের পাশে আছি ইনশাআল্লাহ ব্যবসায়ীদের কে উচিত শিক্ষা দাও,2
মিথ্যা প্রোপাগান্ডা ছড়াইয়েন না।,0
"বাল দেইখা ভোট দিতে গেসে ? বুঝে না ? দেশ কি এই দেশের মানুষ নিয়ন্ত্রণ করে ? নটীর মত চিল্লাইয়া বাল হবে ? বাপ, ভাই, জামাই কি করে ? তাদের আঁচলের নিচে আটকিয়ে রাখে ?",1
গতকাল যখন পবিএ কুরআন কে অবমাননা করেছিল তখন কোথায় ছিলেন আপনারা ?? গতকাল তো কোনো নিউজ করেননি আপনারা?? আজকে পূজার জিনিস নষ্ট করা হয়েছে তাই নিউজ করলেন?? মনে রাখবেন আল্লাহ ছাড় দেন.. বাট ছেড়ে দেন নাহ,1
"আমার কথা সোজা,,বিএনপির সমাবেশে ছাত্রলীগ কেনো আসবে ভাই মারামারির তো দুরের কথা",0
আপনাদের বিচার মানছি কিন্তু উওর পাশের জমিটা আমার | মুসলমান মানুষ ভালো কিন্তুু আসামি মুসলিম | যার গাড়ি তার উপর দিয়ে চলছে এটাই হলো সোনার বাংলাদেশ,0
এক দম ঠিক হয়সে কারণ মুর্তির পায়ের ওপর কোআন রাখা হয়সে কেন এটর বিচার চাই,0
মারা গেছে কয়জন,0
স্থানীয় নির্বাচন দলীয়ভাবে করায় সবদিক দিয়ে ক্ষতি রাজনৈতিকদলগুলোর ও বদনাম এলাকাভিত্তিক ও অশান্তি সৃষ্টি করছে এ দলীয়ভাবে হওয়াতে,0
ইসলামের রক্ষা আল্লাহ নিজেই করবে।ইহুদি খ্রিষ্টান যাই করুক না কেন শেষ হাসি মুসলিমরাই জয়ী হবে ইনশাআল্লাহ,0
সথ্য কে গুজব সালা সাংবাদিক মনে হয় মেয়াদ চাড়া গাজা খাইচে,1
জমে গেছে খেলা।আল্লাহর গজব শুরু হয়েগেছে।স্বৈরাচারের জন্য দেশের এ অবস্থা।,0
আওয়ামিগের দালাল সময় টিবি,1
"এটা গুজব না,,, জানোয়াররা গুজব বইলা চালাইতে চেষ্টা করছে ,,, ওসি সাহেব নিজে কোরআন শরীফ মন্ডপ থেকে পাইছে,, আল্লাহ তোদের হেদায়েত দান করুক,,",1
বিবিসি কে বলবো কেরান অবমাননা হয়েছে বলুন।,1
আ. লীগ নেতারা সব চোর,1
মুসলিম ব্রাদারহুডের সৈনিকেরা মন্দিরে কোরআন রাখছে এতে কোরআন অবমাননা হয় নাই। তাই এই ভিডিও ফুটেজ এর দৃশ্য নাটক বলে ধরে নেয়া যায় ।,1
"এই রকম নিউজ আশা করিনি,,,,,,",0
প্রতিবাদী নারী❤️স্যালুট আপু❤️❤️❤️,0
এক পুলিশ আরেক পুলিশকে কি সুন্দর ভাবে চর মারছে 🤣🤣🤣 লজ্জা থাকা উচিৎ,0
হায়রে দালাল মিডিয়া।,1
হাতে শাখা কপালে শিদুর পড়া আর একজন মহিলার হিজাব করে পর্দা করাটা এক বিষয় নয়। আল্লাহ যেনো ঐ মুসলিম বোনদের পর্দা করা রক্ষা করেন। আমিন!,0
ভারতের আইন বিষয় অনেক অনেক অনেক খারাপ লাগার মত। ভারতে কোন স্বাধীনতা নেই।,0
আল্লাহ্ একজন আছেন অবশ্যই নিশ্চিত এই জালিমদের সময় মত একটা শিক্ষা দিবেন ফেরাউন নমরূদের মত।ইন্ডিয়ার মা বোনদের শ্রদ্ধা ও মোবারকবাদ জানাই। আল্লাহু আকবর।,0
সাম্প্রদায়িক দেশ থেকে আর কি বা আশা করা যায়,1
মন্ডপে কোরান পাওয়া গেছে বলছেন কেন । কোরান কে অবমাননা করা হয়েছে এই টা বলেন। সংবাদ সঠিক ভাবে উপস্থাপন করেন ।🔥🔥🔥,1
সুন্দর সিদ্ধান্ত নেওয়া হয়েছে,0
"হে আল্লাহ্‌ আপনি আমাদের হেফাজত করুন , আমাদের কল্যাণ দান করুন",0
"সংবাদিকের এত ভয় কিসের ছাএলীগের দেখি একদিন তোদের মা বোন, বউকে ধষন করে তখন তোদের মত সবাই চুপ করে থাকবে।",1
যারা মার্কেটে আগুন দেয় তারা কেমন ধরনের শিক্ষার্থী কোন শিক্ষক তাদের এধরনের শিক্ষা দিয়েছেন।,0
দালাল মিডিয়া আল্লাহর রাসুলের দুসমন😠,1
কুমিল্লায় ব্যাপারে দায় ভারতি ইসকান,1
যে শিক্ষা আল্লাহর বিধান মানতে দেয় না.....সে শিক্ষা গ্রহন করা উচিত না.....,0
"যারা মেয়েদের শরীরের যে কোন পোষাক, বোরকা বা হিজাব খুলে শিক্ষা দিতে চায় তারা কোন সভ্য শিক্ষক বা কোন সভ্য জাতি হতে পারে না।",0
"আওয়ামী লীগের পাও চাটা দালাল মিডিয়া, তোমরা আওয়ামী লীগের লোকজন দেখাচ্ছো কিন্তু যারা মাঠে নেমে হরতাল করতেছে তাদের তো তোমরা দেখাচ্ছো না",1
"মুক্তমনা মানেই কি ইসলাম,মুসমান,রাসূল (সঃ) এর অবমাননা? যদি তাই হয় তাহলে এরকম ঘটনার লাগাম টেনে ধরা সম্ভব না।আপনি ধর্ম মানুন না মানুন ,তাতে আমার কিছু যায় আসে না ।আমি এ ব্যাপারে আপনাকে বিছুই বলব না কিন্তু আপনি যদি আমার ধর্মানুভূতিতে আঘাত হানেন তাহলে নিশ্চয় আমি বসে থাকবনা। তাই যার যার ধর্ম তার তার কাছ , এটা মেনে নিয়ে আপনি ধর্ম না মানলেও অপরের ধর্মীয় ভাবকে যথাযথ সম্মান করুন।",0
প্রত্যেকে স্কুল-কলেজের তাদের নিজস্ব নিয়ম নীতি আছে কিন্তু কারো ধর্মীয় ভ্যালুতে আঘাত করার সুযোগ নেই একজন মুসলিম মহিলা হিজাব পরবে এটা তার ধর্মীয় ভ্যালু কিন্তু আজকাল ইন্ডিয়াতে ভিন্ন ধর্মের মানুষের ধর্মীয় ভ্যালুতে আঘাত করা হচ্ছে আর কট্টর পন্তী হিন্দুরা এর সাথে জড়িত তারা কখনও মসজিদে কখনো গির্জায় হামলা করছে এদেরকে ইন্দন দিচ্ছে বিজেপি এবং আরএসএস অনেকটা রাষ্ট্রীয় মদদে এইগুলা হচ্ছে,1
এখন দেখি কয়জন মুসলমান গিয়ে ইকবাল হোসেনের শাস্তির দাবিতে রাস্তায় নামে‌?? কিন্তু এইকাজ যে যদি কোন হিন্দু করতো তাহলে এখনো আরো অনেক হিন্দুর বাড়ি ঘরে আগুন হামলা সব শুরু হয়ে যেতো।এখন শুধু দেখার বাকি আসলে কয়জন ধর্ম প্রান মানুষ আছে বাংলাদেশে।,0
ইনশাআল্লাহ। আল্লাহ এর বিচার করবেন। এবং কঠিন ভাবে করবেন।,0
"অনেক মুসলিম, বুরকা হিজাব পডতে চাইনা,, তাদেরকে তুমরা লান্চিত করো, ও অপমান করো,, তাদের ও হিজাপ না পরার স্বাধীনতা আছে",0
আওয়া মেলিগ চোর খুনি মিথ্যা বাদি তার সব করতে পারে তাদের মা জানে তাদের কোথাই থেকে পেটে দারন করেচে সে জানে বালো,1
"তোমরার এই বাজে খবর ছাড়া আর কোন খবর নাই, ইট মারতেছে তারা হেলমেট পরায় দোষ।",0
"এই সব নেতা গুলো কোন কাজের না,এরা সব নোংরা খাবার আর জনগনের মাল চুরি করা খাবার খেয়ে ভুড়ি কে বেশ ভালোই বড় করেছে।",1
এটা সঠিক বিচার হলো না।।।,0
সাত জন মারা গেলেও সমস্যা নেই নির্বাচন কমিশন কমিশন বলবে শান্তিপূর্ণ ছিল,1
আমাদের হিন্দুদের রক্ষা,0
ইয়া রব্বুল আলামীন এই জালিম নেতাদের হাত থেকে তুমি আমাদের হেফাজত কর।।,0
বাংলাদেশের কোন বড় নিউজ প্রতিষ্ঠানগুলো কোন নিউজ চ্যানেল এই সম্পর্কিত কোন নিউজ করল না যে যে মন্দিরে মূর্তির পায়ের নিচে কোরআন শরীফ রাখা হয়েছে কিন্তু এর পরবর্তীতে যখন বিষয়টা ভাইরাল হয়ে গেল তখন যখন মুসলিমরাও হামলা চালালো মন্দিরে তখন ঠিকই আবার এইসব হলুদ সাংবাদিকরা আবার উঠে পড়ে লাগলো যে মুসলিমরা আক্রমণ করছে।,1
আমাদের লন্ডনের মত জুম্মার দিন মসজিদে পুলিশ মোতায়েন করে ইমামদেরকে বলা হোক যেন ওয়াজ করেন খুতবা সব কিছু সিমীত ভাবে করেন কোন উস্কানি দেওয়ার কোন প্রোজন নেই,2
"মুহাম্মদের গনিমতের মাল ভাইয়া তোমাদের কলম আছে কালি নাই।চোখ আছে কিন্তু তোমাদের দৃষ্টি নাই। মুহাম্মদ নাম দিয়ে চ্যানেল খুলেছো কিন্তু কাজ করছো উস্কানির। তুমি তো মালু। তোমার ধর্মীয় কাজই হচ্ছে সমাজে অন্যায়, ভেদাভেদ তৈরি করা। তোমাদের কাজই হচ্ছে ভুলভাল তথ্য উপস্থাপন করা। তোমাদের নিজেদের ধর্মীয় জ্ঞান টুকু নেই কিন্তু অন্য ধর্মের প্রতি তোমাদের বিদ্বেষই বুজিয়ে দেয় তোমরা কতটা বর্বর। তোমাদের ভারত,আমেরিকা, চীন,ফ্রান্স নামক জঙ্গি রাষ্ট্রগুলো জঙ্গিদের মদদ দিয়ে থাকে।",1
আপনাদের জন্য এটা উচ্চ শিক্ষা,0
হিজাব নারীদের নিরাপত্তা প্রধান করে এবং সম্মান মর্যাদা বৃদ্ধি করে।,0
এখন যমুনা টিভিই একমাত্র টিভি যা কিছু সংবাদ প্রচার করে। ধন্যবাদ যমুনা টিভি।,0
ফারজানা রুপা মরলে বলবেন অর বডি দান করার জন্য জীবনে অনেক মিথ্যা সংবাদ পড়ছে তো ওর লাশ কবরে দিলে কবর নি জ্বলে পুড়ে ছাই হয়ে যায় এটাই দেখার অপেক্ষায় রইলাম,0
নিউমার্কেট দোকানের লোকজনের আচরণ খুব খারাপ এদের বিচারের আওতায় আনা হোক,0
কনো মানুষ আদা পাগল কেন? পুরো পাগল হলেও এই কাজ করবেনা। যদি তাকে দিয়া এটা না করায়।,1
আওয়ামী লীগ এমন একটা ধর্ম যে নিজের স্বার্থের জন্য তার জন্ম কেও অস্বীকার করতে পারেন,1
এই সরকারের আমলে নিরপেক্ষ নির্বাচন চাওয়া মানে হিজলার কাছে সন্তান চাওয়া এককি কথা,1
যার যার ধর্ম পালন করতে দিয়া উচিৎ। কোন ধর্ম এই শিক্ষা দেয় না। ইসলামে ইসলাম ধর্ম শান্তি পূর্ণ ভাবে প্রচার করতে বলা হয়েছে ।,0
পুলিশ আর দালাল মিডিয়া কে পিটাও সবাই,2
আমরা বাঙালি সবাই ভাই ভাই লড়াই না,0
আশা করি বাংলাদেশের মেয়েরাও এমন হবে,0
খুবই ভাল লাগছে নিউজ টা শুনে♥,0
টাক্লা তোর মুখে সুন্দর কথা শোভা পায়না,1
"হুম বুইজ‌তে ফাইচ্ছি এম‌পি সা‌হেব একটা মহা‌মিথ্যুক।অাহা‌রে মিথ্যা,খা‌লি মিথ্যা অার মিথ্যা কথা।রাজনী‌তি কি বি এন‌ পি`র সা‌থে ক‌রেন না‌কি সাধারন জনগ‌নের সা‌থে ক‌রেন?কোনটা?",1
"এসব মার্কেটের ব্যবসায়ীরা তো সব টোকাই, আর টোকাই মানেই জারোজ, আর এই জারোজ গুলো যেকোন জিনিসের দাম দশ টাকার জিনিস এক হাজার টাকা চায়। এই খানকির পোলাদের মেরে মাটিতে পুঁতে ফেলতে হবে ‌",2
তুমি সমকামিতার স্বাধীনতা চাও আর আমি আমার বোনকে পর্দায়রাখবো না,0
সঠিক কাজ হয়েছে।শিক্ষা প্রতিষ্ঠান ধর্ম পালনের জায়গা না।এখানে শিক্ষা ও ভবিষ্যৎ গড়ার লক্ষ্যে আসে।বাংলাদেশের কোন হাইস্কুলে বোরকা পড়ার বিধান আছে?,2
"অপরাধী যেই হোক, যে ধর্মেরি হোক, যত প্রভাবশালিই হোক আর যে রাজনৈতিক দলের সঙ্গে যুক্ত থাকুক না কেনো সঠিক ভাবে তদন্ত করে আসল অপরাধীকে সনাক্ত সহ এর সাথে জড়িত সকল অপরাধীকে জন সম্মুখে বেধে ও নিউজ চ্যানেল সহ সোস্যাল মিডিয়াতে লাইভে রেখে পিটানো হোক। এবং সবশেষে তার ফাঁসি কার্যকর করা হোক অতি দ্রুত।ভবিষ্যতে এই ধরনের অপরাধ আর কেউ করার আগে যেনো এক কোটিবার ভাবে। বুকের পাটা কেপে উঠে।",2
এই যুদ্ধ যদি বাজার নিয়ন্ত্রণের জন্য হত,0
সবাস শিক্ষাতিরা। তুরা বাংলার গর্ব তুরা কি জিনিস আমি চিনি। ২ বছর ব্যাবসায়িরা অনেক ক্ষতির মুখে তাই তাদের এই বছর ও ক্ষতি টা করলে।,0
আল্লাহ তাদের উপর গজব না্যিল করুক৷ এইসব পড়াশোনা না করাই ভালো যেখানে আখিরাতে শাস্তি ভোগ করতে হবে,2
কোথায় সহমত ভাই,0
"বিবিসি নিউজ কর্তৃপক্ষের কাছে প্রশ্ন , অন্যান্য টিউজ পুর্টাল যেখানে মুখে বলে বিবিসি সেখানে লিখে প্রকাশ করে কেন? আমরা যারা শিক্ষিত, তারা না হয় পড়ে নিলাম। কিন্তু যারা অক্ষর জ্ঞানহীন তারা আন্তর্জাতিক মানের এই বিবিসি নিউজ শোনা থেকে বঞ্চিত হবে কেন? আশা করি উত্তর পাব।",0
আমি ও একমত,0
নাটকটা সেই ছিলো সিসি ক্যামরা এতদিন কই ছিলো এত মানুষ মারা গেল জানি না কোন হিন্দু রাখছে কিনা তবে এটা সিউর যে কুত্তা লীগ এটা নিয়ে রাজনীতি করছে,1
ধন্যবাদ আমার মন্তব্যটিও সেইম,0
আজকে নরেন্দ্র মোদিকে বাংলাদেশে এনে বাংলাদেশের সমস্যা তৈরি খুবই দুঃখের বিষয় এই জন্য ফেসবুক বন্ধ করে দেওয়া হল সবই হলো নরেন্দ্র মোদির কারণে,0
"ধন্যবাদ ঢাকা কলেজ, কিছু, কিছু ব্যবসাসায়ীদের আচরণ খুবই জগন্য খারাপ। তাদের দ্রুত শাস্তি দেওয়া উচিত।ধন্যবাদ ছাত্রদের প্রতিবাদ করার জন্য 👍",0
"বাংলাদেশীদের পাকিস্থান কে ধন্যবাদ দেওয়া উচিত তারা বাংলাদেশ কে ভারত থেকে আলাদা করেছে,,,নইলে আমাদের মত বাংলাদেশীদের ও একই অবস্থা হতো",1
সব ব্যবসায়হি মাদার চোদকে মেরে ফেলো,2
"হায়রে ধর্ম,, হায়রে মানুষ,,,হায়রে বাড়া বাড়ি???? মানবতার কথা বলে ধর্ম কিন্তু মানুষ ধর্মকে ব্যবহার করে করছে হত্যা,খুন,ধর্ষন,ধর্মশালা ভাঙ্গা, লুঠপাট, ঘরে আগুণ।মানুষ তো তুমি!!!,,, হতে পারলে না মানুষ? হয়ে গেলে দানব,পশু????",0
মাশাআল্লাহ জাজাকাল্লাহ কিন্তু মৃত নাহিদের বিচার কি আদৌ হবে কোনোদিন ??,0
এটা তদন্ত করলে দেখা যাবে কোনো মুসলিম ব্যক্তি এই কাজ করেছে।কারণ বাংলাদেশ এর সংখ্যা লঘু হিন্দুরা জানে যে তারা একটি মুসলিম প্রধান দেশ এ বাস করে তাই তারা নিজেদের অনুষ্ঠান কে নষ্ট করার জন্য এই কাজ কোনোদিন ও তারা করবে না।,1
"নাস্তিক দের হত্যা করা,,, মসলিমদের জন্য ফরজ,,",2
"সাংবাদিক শালায় বলে কথিত অভিযোগ,",1
ভারতের বিরুদ্ধে কথা বল্লে যারা পতিবাদ করে নিশ্বসন্দহে তারা ভারতের মালাউনদের কনডম ফেটে জন্ম নেওয়া জারজ গুলা,1
জালিম#জাহান্নাম,1
দোকানদার যদি বলত ভাই টাকা দেন তাহলে দোকানদারের ব্যবহার খারাপ নিউমার্কেটের দোকানদাররা খারাপ ব্যবহার করে,0
বড় আফসোস হয় আমাদের অধিকাংশ ছেলেরা ছাত্র জীবনেই সন্ত্রাসী আর মারারির জড়িয়ে পরে আর তার প্রভাব কর্মজীবনে ফলিত হয় যার কারনে এ সকল ছাত্ররা শিক্ষা শেষে চাকরিতে গেলে হয় দূর্নীতিবাজ ঘুশখোর আর রাজনীতিতে গেলে হয় দখলবাজ আর সন্ত্রাসি গডফাদার যা দেশ ও জাতির জন‍্য হতাশা জনক।,0
এই সালা গুলাই কাফির,1
সঠিক বিচার হবে ইনশাল্লাহ ৷ অন্যথায় এ ঘটনার রেশ কোথায় গিয়ে দাঁড়াবে আল্লাহ তাআলাই ভালো জানেন &#39;,0
বি এন পির মিছিল হলে এতো দেরি লাগতো না।,0
"কুত্তার বাচ্চা তুই এটাকে গুজব বলতেছোত,,,,,",1
"বায়তুল মোকাররম মসজিদ সহ সব জায়গায় তান্ডব চালালো পুলিশ ছাত্রলীগ যুবলীগ, আর সাংবাদিক নাম বললেন হেফাজতের কথা!!",1
আসল বিচার হাসরে,0
ছাত্রলীগের সন্ত্রাসীদের আক্রমণ করা ঠিক হয়নি 😥😥,1
হাইরে নির্বাচন নির্বাচন করে জীবন যুদ্ধ মেতে উঠেছে তোমরা কি জানোনা যে তোমাদের সংসার আছে।,0
খাটি নিরোপেক্ষ বিচার,0
ধন্যবাদ বোন তুমাকে,0
নিউ মার্কেটের দোকান গুলো বন্ধ করা হোক কারণ নিউ মার্কেটের ব্যবসায়ীরা হচ্ছে ডাকাতের বাপ ডাকাত এবং মাদারচোদ,2
এই ঢাকা কলেজের ছাত্রদের সুনাম ঢাকায় আসার পর থেকেই শুনে যাচ্ছি শিক্ষা জীবন শেষ করেছি ঢাকায় কিন্তু দিন দিন এ কি অবস্থা হচ্ছে মানুষের জীবনও চলে যাচ্ছে এটাই কি শিক্ষা?,0
"লজ্জা কর ভাই লজ্জা কর ভাই একজন নারীর কাপড় খুলতে চাও নারী মা নারী তোমার বোন নারী তোমার স্ত্রী নারী তোমার কন্যা, ভাই তোমরা যেমন তোমার মাকে স্ত্রীকে, বোনকে ,কন্যাকে সম্মান কর ভালোবাস তেমনি অন্য মাকে স্ত্রীকে বোনকে কন্যাকে সম্মান কর,,,",0
থেমে গেলেন তো হেরে গেলেন। ধন্যবাদ,0
আল্লাহ বিচার করো।জালিমের থেকে দেশটাকে হেফাজত করো।,0
মুসলমান হউক বা হিন্দু মারফাকারদের বিচার হওয়া উচিত,0
যে যার পোশাক পরতে চাই পড়ুক না । এতে তো কোনো প্রবলেম নেই। কোন ঝামেলা করার দরকার নাই। সবাই স্বাধীন ভাবে চলুক না।,0
নাটক টা অনেক ভাল ছিল 🙄,1
আপনাদের প্রতিবেদনকে বয়কট করলাম।,0
শালা তুই একটা বাটপার,1
"কিভাবে দেশের সেরা বিদ্যাপীঠ এর মেধাবীরা একজন ছাত্র হয়ে অন্য ছাত্রকে এইভাবে নির্মমভাবে মারে শুধুমাত্র বিরোধীদল হওয়ায়, ছি ছি, এরা নাকি ছাত্র। সব গুলি গুন্ডা। তারপর এই ক্ষোভে আবার ছাত্রদল ক্ষমতায় আসলে তারা আবার তাদের এইভাবে মারবে প্রতিশোধ নিতে। দুইপক্ষের সহাবস্থান থাকলে কত ভাল হত",0
প্রথমে বলেছিল রাতের 3 টা বাজে কুরআন নিয়ে রাস্তায় বের হইসেএখন দেখা যায় এশার সময় মসজিদ থেকে কুরআন নিয়ে বের হচ্ছে। বুজাই যাচ্ছ মিথ্যাচারআর ভিডিও তে কে যায় সেটা ত কিছুই দেখা যাচ্চেনা।1 সপ্তাহ ধরে শুটিং চলেছে ভালোই বুঝা যাচ্ছে,1
দলমত নির্বিশেষে সকল জনগণ এই হরতাল কে সমর্থন করা উচিত এবং অংশ গ্রহণ করা উচিত।,0
আওয়ামী জারজ বাইঞ্চুদের বাচ্চাদের কে কুকুরের মত মেরে ফেলো বিএনপির ভায়েরা,2
আচ্ছা আগে কি হয়েছিল না আর অইখানে তারে নিজেদের পূজা বন্ধ করার জন্য এগুলা করবে,0
এরা মানুষ নামে জানোয়ার এদের কঠিন চেয়ে কঠিন সরকারের কাছে বিচার চাই,0
তরা হলি কাফের,1
পরিচয় হিন বাবা সন্তান কেবল এই সত্য কে গুজব বলতে পারে,1
আইডিয়াল কলেজের ছাত্রদের আমি প্রবাস থেকে ধন্যবাদ জানাচ্ছি,0
বিশ্বজিৎ হত্যার বিচার নাই,0
"হিন্দুরা আজ শাহবাগ অবরোধ করে দেশ অস্থিতিশীল করছে, অথচ কুরআন অবমাননা ও পুলিশের গুলিতে ৪ নিরপরাধ মানুষের মৃত্যুর প্রতিবাদে মুসল্লি জনগণকে সমাবেশ বা মানববন্ধন পর্যন্ত করতে দেওয়া হচ্ছে না। হিন্দুদের প্রতি সম্মান রেখেই বলছি মুসলিম রা এই অসাম্প্রদায়িক দেশে কেন নিপীড়ন, বঞ্চিত ও রাজনৈতিক প্রতিহিংসার শিকার হচ্ছে?",0
এইসব অসাধু ব্যবসায়ীরা যেনো আগামী ১ সপ্তাহ দোকান খুলতে ভয় পায় সেভাবে ওদের পাছায় বাশ ঢুকানো দরকার হারামজাদারা নিজেদেরকে জমিদার মনে করে,2
